Source,Target,Association
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual7_slicer,Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual7_slicer/simpfy_projects_vw_project_country,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual7_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_country,Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual7_slicer/simpfy_projects_vw_project_country,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/ec530b8bd9b5762a229a,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_description,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/description,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_description,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/general_impact_summary,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_total_cost,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/total_cost,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_total_cost,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_stage,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_key_areas_of_concern,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/key_areas_of_concern,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_key_areas_of_concern,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_LastMilestonesTable,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_LastMilestonesTable/LastMilestoneStatus,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer/simpfy_projects_vw_project_country,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_country,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer/simpfy_projects_vw_project_country,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer/simpfy_projects_vw_start_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/start_year,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer/simpfy_projects_vw_start_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/corp_initiative_name,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer/simpfy_projects_vw_Enablers,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Enablers,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer/simpfy_projects_vw_Enablers,core.DirectionalDataFlow
Simpfy_project_96010eb4/ec530b8bd9b5762a229a,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer/simpfy_projects_vw_Pillars,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Pillars,Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer/simpfy_projects_vw_Pillars,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/8f4d4820c9be15135b63,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/8f4d4820c9be15135b63,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card/Min_simpfy_projects_vw_comment,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card/Min_simpfy_projects_vw_comment,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/comment,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/comment,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment,core.DirectionalDataFlow
Simpfy_project_96010eb4/8f4d4820c9be15135b63,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card/Min_simpfy_challenges_vw_challenge_type_description,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_challenges_vw,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type_description,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type_description,Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card/Min_simpfy_challenges_vw_challenge_type_description,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_challenges_vw,Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_type_description,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_challenges_vw/challenge_type_description,Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type_description,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/5e507922b18dc16775e9,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/5e507922b18dc16775e9,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_Project_Stage,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_Project_Stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/Sum_simpfy_projects_vw_comment_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/Sum_simpfy_projects_vw_comment_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/comment_year,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/comment_year,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment_quarter,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment_quarter,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/comment_quarter,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/comment_quarter,Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_LastMilestonesTable,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_LastMilestonesTable/LastMilestoneStatus,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer/simpfy_projects_vw_comment_quarter,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer/simpfy_projects_vw_comment_quarter,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer/simpfy_projects_vw_comment_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer/simpfy_projects_vw_comment_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/5e507922b18dc16775e9,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b,Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx,Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx/simpfy_projects_vw_Pillars,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Pillars,Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx/simpfy_projects_vw_Pillars,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/746293ed7f31de4c607b,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/746293ed7f31de4c607b,Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx,Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx/simpfy_projects_vw_Enablers,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Enablers,Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx/simpfy_projects_vw_Enablers,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/7f75fdca224c240675df,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/7f75fdca224c240675df,Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx,Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx/simpfy_projects_vw_corp_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/corp_initiative_name,Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx/simpfy_projects_vw_corp_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/fafcd644b1849220d5c2,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/fafcd644b1849220d5c2,Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx,Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_initiative_name,Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/14942fbc99bc3afa2399,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_project_years,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_years,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_project_years,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_years_total_cost_distinct_project,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card/Min_LastMilestonesTable_LastMilestoneStatus,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_LastMilestonesTable,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_LastMilestonesTable/LastMilestoneStatus,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card/Min_LastMilestonesTable_LastMilestoneStatus,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card/Min_simpfy_projects_vw_project_country,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_country,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card/Min_simpfy_projects_vw_project_country,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card/Min_simpfy_projects_vw_Project_Stage,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Project_Stage,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card/Min_simpfy_projects_vw_Project_Stage,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card/simpfy_projects_vw_Stoplight,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Stoplight,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card/simpfy_projects_vw_Stoplight,core.DirectionalDataFlow
Simpfy_project_96010eb4/14942fbc99bc3afa2399,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/1349087adb881e20f030,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/1349087adb881e20f030,Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx,Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx,Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
